日付,曜日,工場売上,工場仕入,工場内粗利,工場内粗利利益率,ヤード売上,ヤード仕入,ヤード粗利,ヤード利益率,手数料他,工場内売上計,工場内仕入計,工場内粗利計,利益率
2023/8/12,土,3877960,2233810,1644150,0.423972914,0,0,0,0,1410,3877960,2235220,1644150,0.423972914
2023/8/16,水,4648780,681800,3966980,0.853337865,713205,159060,554145,0.776978569,0,5361985,840860,4521125,0.84318121
2023/8/17,木,4502180,1974765,2527415,0.561375822,82800,1200,81600,0.985507246,0,4584980,1975965,2609015,0.569035198
2023/8/18,金,5648140,2877785,2770355,0.49048979,0,66250,-66250,0,0,5648140,2944035,2704105,0.478760264
2023/8/19,土,3838200,1721310,2116890,0.551531968,0,309575,-309575,0,53500,3838200,2084385,1807315,0.470875671
2023/8/20,日,1249110,0,1249110,1,0,268005,-268005,0,10260,1249110,278265,981105,0.785443236
2023/8/21,月,5025130,1346360,3678770,0.732074593,0,615,-615,0,0,5025130,1346975,3678155,0.731952208
2023/8/22,火,6084430,2080235,4004195,0.658105196,319290,119250,200040,0.62651508,50,6403720,2199535,4204235,0.656530111
2023/8/23,水,5490080,1195070,4295010,0.782321933,379395,127745,251650,0.663292874,50340,5869475,1373155,4546660,0.774628054
2023/8/24,木,5141790,2003700,3138090,0.610310806,0,5460,-5460,0,0,5141790,2009160,3132630,0.609248919
2023/8/25,金,5044340,2401220,2643120,0.523977369,76995,101000,-24005,-0.311773492,100,5121335,2502320,2619115,0.511412552
2023/8/26,土,4444780,1518940,2925840,0.658264301,0,209660,-209660,0,0,4444780,1728600,2716180,0.611094362
2023/8/27,日,1098800,0,1098800,1,0,37450,-37450,0,0,1098800,37450,1061350,0.965917364
2023/8/28,月,4964680,1284010,3680670,0.741371045,212715,200,212515,0.999059775,950,5177395,1285160,3893185,0.751958272
2023/8/29,火,5000400,2455795,2544605,0.50888029,207060,108380,98680,0.476576838,1400,5207460,2565575,2643285,0.507595834
2023/8/30,水,5764100,1997660,3766440,0.653430718,189960,2280,187680,0.987997473,2850,5954060,2002790,3954120,0.664104829
2023/8/31,木,4371944,2019175,2352769,0.538151678,262695,0,262695,1,1550,4634639,2020725,2615464,0.564329606
2023/9/1,金,4932180,2599495,2332685,0.472952123,0,0,0,0,2150,4932180,2601645,2332685,0.472952123
2023/9/2,土,5132580,1855715,3276865,0.638444018,0,3780,-3780,0,0,5132580,1859495,3273085,0.637707547
2023/9/3,日,1309780,0,1309780,1,0,800,-800,0,0,1309780,800,1308980,0.99938921
2023/9/4,月,3686150,1080360,2605790,0.706913718,783435,2665,780770,0.996598314,0,4469585,1083025,3386560,0.757690032
2023/9/5,火,5181100,2203505,2977595,0.574703248,0,0,0,0,0,5181100,2203505,2977595,0.574703248
2023/9/6,水,4380350,1827650,2552700,0.582761651,0,11900,-11900,0,250,4380350,1839800,2540800,0.580044974
2023/9/7,木,4964390,1881030,3083360,0.621095442,126290,207125,-80835,-0.640074432,31000,5090680,2119155,3002525,0.589808238
2023/9/8,金,3659360,1856590,1802770,0.492646255,359905,67800,292105,0.811616954,65750,4019265,1990140,2094875,0.52120848
2023/9/9,土,5863140,1591905,4271235,0.728489342,263660,357225,-93565,-0.354869908,195130,6126800,2144260,4177670,0.681868186
2023/9/10,日,461950,0,461950,1,0,0,0,0,0,461950,0,461950,1
2023/9/11,月,5054190,1093030,3961160,0.783737849,284925,90050,194875,0.683951917,100,5339115,1183180,4156035,0.778412714
2023/9/12,火,5570570,2262310,3308260,0.593881775,194010,108600,85410,0.440235039,0,5764580,2370910,3393670,0.588710713
2023/9/13,水,4909690,1566755,3342935,0.680885148,0,2180,-2180,0,0,4909690,1568935,3340755,0.680441128
2023/9/14,木,4752900,2022880,2730020,0.574390372,0,52590,-52590,0,880,4752900,2076350,2677430,0.563325549
2023/9/15,金,4060940,1825140,2235800,0.550562185,429395,128190,301205,0.701463687,2690,4490335,1956020,2534315,0.564393303
2023/9/16,土,4892320,2219805,2672515,0.546267415,0,6355,-6355,0,1350,4892320,2227510,2664810,0.544692498
2023/9/17,日,566930,0,566930,1,0,0,0,0,7055,566930,7055,559875,0.987555783
2023/9/18,月,2055760,792545,1263215,0.614475912,0,7455,-7455,0,630,2055760,800630,1255130,0.61054306
2023/9/19,火,4342070,2027070,2315000,0.533155845,290145,90680,199465,0.687466612,2900,4632215,2120650,2511565,0.542195256
2023/9/20,水,4664465,849170,3815295,0.817949111,0,0,0,0,1200,4664465,850370,3814095,0.817691847
2023/9/21,木,5254430,2188565,3065865,0.583481938,147920,17590,130330,0.88108437,46850,5402350,2253005,3149345,0.582958342
2023/9/22,金,4464420,1662710,2801710,0.627564163,0,72335,-72335,0,200,4464420,1735245,2729175,0.611316812
2023/9/23,土,2669760,804580,1865180,0.698632087,0,41420,-41420,0,33200,2669760,879200,1790560,0.670682009
2023/9/24,日,493770,0,493770,1,0,65200,-65200,0,1060,493770,66260,427510,0.865807967
2023/9/25,月,5520330,915360,4604970,0.834183826,765750,349645,416105,0.543395364,18340,6286080,1283345,5002735,0.795843355
2023/9/26,火,5862350,1956970,3905380,0.666179945,0,30,-30,0,2750,5862350,1959750,3902600,0.665705732
2023/9/27,水,5648260,2331995,3316265,0.587130373,0,0,0,0,2950,5648260,2334945,3313315,0.586608088
2023/9/28,木,4122920,2313981,1808939,0.438751904,0,250,-250,0,0,4122920,2314231,1808689,0.438691267
2023/9/29,金,4797740,2045580,2752160,0.573636754,129750,325410,-195660,-1.507976879,289060,4927490,2660050,2267440,0.460161259
2023/9/30,土,4821198,2235070,2586128,0.536407756,701060,124990,576070,0.821712835,35158,5522258,2395218,3127040,0.56626112
2023/10/1,日,1275480,0,1275480,1,0,55980,-55980,0,35240,1275480,91220,1184260,0.928481826
2023/10/2,月,5404030,1015970,4388060,0.811997713,0,4510,-4510,0,0,5404030,1020480,4383550,0.81116315
2023/10/3,火,5680365,2100830,3579535,0.63015933,0,0,0,0,0,5680365,2100830,3579535,0.63015933
2023/10/4,水,4550090,1697660,2852430,0.626895292,1007775,310220,697555,0.692173352,12970,5557865,2020850,3537015,0.636398149
2023/10/5,木,4980740,2265465,2715275,0.545154937,116480,158460,-41980,-0.36040522,5490,5097220,2429415,2667805,0.523384315
2023/10/6,金,4379055,2524345,1854710,0.423541152,400575,346090,54485,0.136016976,297880,4779630,3168315,1611315,0.337121283
2023/10/7,土,4506050,2282305,2223745,0.493502069,793720,686830,106890,0.134669657,32820,5299770,3001955,2297815,0.433568815
2023/10/8,日,263900,0,263900,1,0,0,0,0,0,263900,0,263900,1
2023/10/9,月,2134380,703110,1431270,0.67057881,282720,225605,57115,0.202019666,50430,2417100,979145,1437955,0.594909189
2023/10/10,火,4017030,1912520,2104510,0.523897008,293190,178765,114425,0.39027593,55970,4310220,2147255,2162965,0.501822413
2023/10/11,水,5564520,1781886,3782634,0.679777231,0,114780,-114780,0,151130,5564520,2047796,3516724,0.63199054
2023/10/12,木,4597670,1985945,2611725,0.568054036,492975,539785,-46810,-0.094954105,8850,5090645,2534580,2556065,0.502110243
2023/10/13,金,5505790,1892770,3613020,0.656221905,626785,279105,347680,0.554703766,159790,6132575,2331665,3800910,0.619790219
2023/10/14,土,4888510,2335380,2553130,0.522271612,817055,605095,211960,0.259419501,61100,5705565,3001575,2703990,0.473921513
2023/10/15,日,1445340,0,1445340,1,0,398125,-398125,0,52830,1445340,450955,994385,0.687993828
2023/10/16,月,3391390,1753280,1638110,0.483020237,0,102750,-102750,0,157920,3391390,2013950,1377440,0.406157947
2023/10/17,火,6049405,2310255,3739150,0.618102111,0,132960,-132960,0,740,6049405,2443955,3605450,0.596000764
2023/10/18,水,5206660,1749585,3457075,0.663971721,511560,43155,468405,0.915640394,1050,5718220,1793790,3924430,0.686302731
